edad,edad2,educ,ingreso_total_familiar,num_miembros_hogar,horastrab,pobre,AÑO,ITF
80.0,6400.0,10.0,1038173.2627883162,1,,0,2005,583
26.0,676.0,13.0,801334.4223923539,3,,0,2005,450
27.0,729.0,16.0,801334.4223923539,3,,0,2005,450
,,,801334.4223923539,3,,0,2005,450
71.0,5041.0,8.0,1522535.4025454724,1,,0,2005,855
54.0,2916.0,13.0,9046175.257229239,5,,0,2005,5080
54.0,2916.0,13.0,9046175.257229239,5,,0,2005,5080
27.0,729.0,13.0,9046175.257229239,5,,0,2005,5080
20.0,400.0,13.0,9046175.257229239,5,,0,2005,5080
18.0,324.0,13.0,9046175.257229239,5,,0,2005,5080
75.0,5625.0,19.0,1869780.3189154924,3,,0,2005,1050
66.0,4356.0,14.0,1869780.3189154924,3,,0,2005,1050
94.0,8836.0,19.0,1869780.3189154924,3,,0,2005,1050
76.0,5776.0,8.0,267111.4741307846,1,,0,2005,150
55.0,3025.0,9.0,6143563.905008047,4,,0,2005,3450
52.0,2704.0,19.0,6143563.905008047,4,,0,2005,3450
26.0,676.0,17.0,6143563.905008047,4,,0,2005,3450
21.0,441.0,15.0,6143563.905008047,4,,0,2005,3450
56.0,3136.0,13.0,5876452.430877262,5,,0,2005,3300
49.0,2401.0,13.0,5876452.430877262,5,,0,2005,3300
18.0,324.0,11.0,5876452.430877262,5,,0,2005,3300
16.0,256.0,10.0,5876452.430877262,5,,0,2005,3300
78.0,6084.0,13.0,5876452.430877262,5,,0,2005,3300
46.0,2116.0,16.0,13889796.6548008,4,45.0,0,2005,7800
42.0,1764.0,16.0,13889796.6548008,4,27.0,0,2005,7800
22.0,484.0,15.0,13889796.6548008,4,,0,2005,7800
19.0,361.0,13.0,13889796.6548008,4,,0,2005,7800
66.0,4356.0,16.0,12821350.758277662,2,,0,2005,7200
64.0,4096.0,16.0,12821350.758277662,2,,0,2005,7200
37.0,1369.0,12.0,1068445.8965231385,3,60.0,0,2005,600
31.0,961.0,8.0,1068445.8965231385,3,0.0,0,2005,600
10.0,100.0,5.0,1068445.8965231385,3,,0,2005,600
47.0,2209.0,16.0,6232601.063051641,1,,0,2005,3500
32.0,1024.0,13.0,2047854.6350026822,3,54.0,0,2005,1150
25.0,625.0,13.0,2047854.6350026822,3,48.0,0,2005,1150
65.0,4225.0,11.0,2047854.6350026822,3,,0,2005,1150
28.0,784.0,9.0,1246520.2126103283,3,,0,2005,700
25.0,625.0,14.0,1246520.2126103283,3,,0,2005,700
,,,1246520.2126103283,3,,0,2005,700
35.0,1225.0,15.0,3935442.3855268937,1,,0,2005,2210
47.0,2209.0,13.0,3205337.6895694155,5,,0,2005,1800
44.0,1936.0,8.0,3205337.6895694155,5,,0,2005,1800
21.0,441.0,14.0,3205337.6895694155,5,,0,2005,1800
20.0,400.0,14.0,3205337.6895694155,5,,0,2005,1800
18.0,324.0,13.0,3205337.6895694155,5,,0,2005,1800
27.0,729.0,17.0,5324422.051006974,2,45.0,0,2005,2990
29.0,841.0,16.0,5324422.051006974,2,45.0,0,2005,2990
53.0,2809.0,19.0,6944898.3274004,4,,0,2005,3900
48.0,2304.0,19.0,6944898.3274004,4,,0,2005,3900
16.0,256.0,11.0,6944898.3274004,4,,0,2005,3900
13.0,169.0,8.0,6944898.3274004,4,,0,2005,3900
44.0,1936.0,19.0,5342229.482615693,5,,0,2005,3000
44.0,1936.0,19.0,5342229.482615693,5,,0,2005,3000
14.0,196.0,9.0,5342229.482615693,5,,0,2005,3000
11.0,121.0,6.0,5342229.482615693,5,,0,2005,3000
4.0,16.0,0.0,5342229.482615693,5,,0,2005,3000
46.0,2116.0,13.0,1068445.8965231385,2,,0,2005,600
19.0,361.0,13.0,1068445.8965231385,2,,0,2005,600
61.0,3721.0,8.0,2047854.6350026822,4,,0,2005,1150
44.0,1936.0,8.0,2047854.6350026822,4,,0,2005,1150
20.0,400.0,13.0,2047854.6350026822,4,,0,2005,1150
11.0,121.0,6.0,2047854.6350026822,4,,0,2005,1150
59.0,3481.0,,516415.51665285026,1,,0,2005,290
33.0,1089.0,13.0,3917634.9539181744,3,,0,2005,2200
60.0,3600.0,8.0,3917634.9539181744,3,,0,2005,2200
38.0,1444.0,13.0,3917634.9539181744,3,,0,2005,2200
74.0,5476.0,11.0,1068445.8965231385,1,,0,2005,600
44.0,1936.0,15.0,623260.1063051642,1,,0,2005,350
31.0,961.0,19.0,5253192.3245720975,1,,0,2005,2950
60.0,3600.0,13.0,3187530.2579606967,1,,0,2005,1790
74.0,5476.0,8.0,4505280.197005901,3,,0,2005,2530
68.0,4624.0,8.0,4505280.197005901,3,,0,2005,2530
88.0,7744.0,8.0,4505280.197005901,3,,0,2005,2530
25.0,625.0,18.0,2047854.6350026822,2,,0,2005,1150
29.0,841.0,18.0,2047854.6350026822,2,,0,2005,1150
33.0,1089.0,19.0,2804670.478373239,1,,0,2005,1575
52.0,2704.0,16.0,4986080.850441313,4,,0,2005,2800
23.0,529.0,15.0,4986080.850441313,4,,0,2005,2800
21.0,441.0,15.0,4986080.850441313,4,,0,2005,2800
27.0,729.0,16.0,4986080.850441313,4,,0,2005,2800
60.0,3600.0,16.0,6205889.915638563,4,,0,2005,3485
60.0,3600.0,13.0,6205889.915638563,4,,0,2005,3485
33.0,1089.0,,6205889.915638563,4,,0,2005,3485
28.0,784.0,13.0,6205889.915638563,4,,0,2005,3485
25.0,625.0,13.0,1388979.66548008,1,,0,2005,780
50.0,2500.0,16.0,3027263.373482226,3,,0,2005,1700
20.0,400.0,14.0,3027263.373482226,3,,0,2005,1700
16.0,256.0,13.0,3027263.373482226,3,,0,2005,1700
71.0,5041.0,18.0,747912.127566197,2,,0,2005,420
57.0,3249.0,19.0,747912.127566197,2,,0,2005,420
63.0,3969.0,13.0,1032831.0333057005,1,,0,2005,580
34.0,1156.0,13.0,4986080.850441313,2,63.0,0,2005,2800
28.0,784.0,11.0,4986080.850441313,2,45.0,0,2005,2800
74.0,5476.0,,548468.8935485445,1,,0,2005,308
94.0,8836.0,8.0,1478016.8235236749,1,,0,2005,830
75.0,5625.0,13.0,3575732.2670307704,2,,0,2005,2008
66.0,4356.0,13.0,3575732.2670307704,2,,0,2005,2008
60.0,3600.0,,6143563.905008047,8,,0,2005,3450
57.0,3249.0,8.0,6143563.905008047,8,,0,2005,3450
27.0,729.0,13.0,6143563.905008047,8,,0,2005,3450
25.0,625.0,,6143563.905008047,8,,0,2005,3450
18.0,324.0,13.0,6143563.905008047,8,,0,2005,3450
24.0,576.0,9.0,6143563.905008047,8,,0,2005,3450
5.0,25.0,1.0,6143563.905008047,8,,0,2005,3450
2.0,4.0,,6143563.905008047,8,,0,2005,3450
54.0,2916.0,15.0,3739560.637830985,4,,0,2005,2100
51.0,2601.0,13.0,3739560.637830985,4,,0,2005,2100
25.0,625.0,15.0,3739560.637830985,4,,0,2005,2100
24.0,576.0,15.0,3739560.637830985,4,,0,2005,2100
23.0,529.0,14.0,3739560.637830985,3,,0,2005,2100
26.0,676.0,19.0,3739560.637830985,3,,0,2005,2100
17.0,289.0,13.0,3739560.637830985,3,,0,2005,2100
74.0,5476.0,10.0,1317749.939045204,2,,0,2005,740
71.0,5041.0,8.0,1317749.939045204,2,,0,2005,740
39.0,1521.0,8.0,1780743.1608718976,4,,0,2005,1000
32.0,1024.0,8.0,1780743.1608718976,4,,0,2005,1000
13.0,169.0,9.0,1780743.1608718976,4,,0,2005,1000
10.0,100.0,5.0,1780743.1608718976,4,,0,2005,1000
84.0,7056.0,8.0,2165383.6836202275,2,,0,2005,1216
84.0,7056.0,4.0,2165383.6836202275,2,,0,2005,1216
49.0,2401.0,19.0,2671114.7413078463,3,40.0,0,2005,1500
57.0,3249.0,16.0,2671114.7413078463,3,0.0,0,2005,1500
12.0,144.0,7.0,2671114.7413078463,3,,0,2005,1500
33.0,1089.0,12.0,3347797.1424391675,2,,0,2005,1880
33.0,1089.0,13.0,3347797.1424391675,2,,0,2005,1880
70.0,4900.0,14.0,623260.1063051642,3,,1,2005,350
69.0,4761.0,8.0,623260.1063051642,3,,1,2005,350
34.0,1156.0,13.0,623260.1063051642,3,,1,2005,350
42.0,1764.0,13.0,5698378.114790072,4,,0,2005,3200
40.0,1600.0,16.0,5698378.114790072,4,,0,2005,3200
12.0,144.0,8.0,5698378.114790072,4,,0,2005,3200
9.0,81.0,5.0,5698378.114790072,4,,0,2005,3200
40.0,1600.0,19.0,4986080.850441313,4,,0,2005,2800
35.0,1225.0,16.0,4986080.850441313,4,,0,2005,2800
4.0,16.0,0.0,4986080.850441313,4,,0,2005,2800
,,,4986080.850441313,4,,0,2005,2800
40.0,1600.0,19.0,3971057.2487443313,3,45.0,0,2005,2230
36.0,1296.0,16.0,3971057.2487443313,3,0.0,0,2005,2230
1.0,1.0,0.0,3971057.2487443313,3,,0,2005,2230
68.0,4624.0,8.0,3650523.4797873897,2,0.0,0,2005,2050
76.0,5776.0,8.0,3650523.4797873897,2,0.0,0,2005,2050
74.0,5476.0,19.0,6944898.3274004,2,,0,2005,3900
74.0,5476.0,19.0,6944898.3274004,2,,0,2005,3900
43.0,1849.0,11.0,4434050.470571025,6,,0,2005,2490
34.0,1156.0,13.0,4434050.470571025,6,,0,2005,2490
14.0,196.0,9.0,4434050.470571025,6,,0,2005,2490
10.0,100.0,7.0,4434050.470571025,6,,0,2005,2490
1.0,1.0,0.0,4434050.470571025,6,,0,2005,2490
1.0,1.0,0.0,4434050.470571025,6,,0,2005,2490
32.0,1024.0,13.0,2199217.8036767934,6,0.0,0,2005,1235
35.0,1225.0,10.0,2199217.8036767934,6,33.0,0,2005,1235
11.0,121.0,7.0,2199217.8036767934,6,,0,2005,1235
8.0,64.0,3.0,2199217.8036767934,6,,0,2005,1235
6.0,36.0,2.0,2199217.8036767934,6,,0,2005,1235
,,,2199217.8036767934,6,,0,2005,1235
43.0,1849.0,19.0,1246520.2126103283,3,,0,2005,700
15.0,225.0,11.0,1246520.2126103283,3,,0,2005,700
13.0,169.0,9.0,1246520.2126103283,3,,0,2005,700
41.0,1681.0,16.0,3917634.9539181744,1,,0,2005,2200
34.0,1156.0,8.0,6232601.063051641,4,,0,2005,3500
33.0,1089.0,13.0,6232601.063051641,4,,0,2005,3500
9.0,81.0,3.0,6232601.063051641,4,,0,2005,3500
3.0,9.0,0.0,6232601.063051641,4,,0,2005,3500
70.0,4900.0,8.0,1958817.4769590872,2,,0,2005,1100
41.0,1681.0,12.0,1958817.4769590872,2,,0,2005,1100
66.0,4356.0,19.0,5876452.430877262,3,,0,2005,3300
57.0,3249.0,19.0,5876452.430877262,3,,0,2005,3300
33.0,1089.0,19.0,5876452.430877262,3,,0,2005,3300
61.0,3721.0,8.0,1602668.8447847078,4,,0,2005,900
60.0,3600.0,8.0,1602668.8447847078,4,,0,2005,900
27.0,729.0,14.0,1602668.8447847078,4,,0,2005,900
30.0,900.0,15.0,1602668.8447847078,4,,0,2005,900
52.0,2704.0,8.0,1905395.1821329303,8,,1,2005,1070
28.0,784.0,9.0,1905395.1821329303,8,,1,2005,1070
25.0,625.0,13.0,1905395.1821329303,8,,1,2005,1070
23.0,529.0,9.0,1905395.1821329303,8,,1,2005,1070
16.0,256.0,11.0,1905395.1821329303,8,,1,2005,1070
34.0,1156.0,13.0,1905395.1821329303,8,,1,2005,1070
5.0,25.0,1.0,1905395.1821329303,8,,1,2005,1070
5.0,25.0,0.0,1905395.1821329303,8,,1,2005,1070
56.0,3136.0,19.0,11218681.913492955,3,,0,2005,6300
54.0,2916.0,19.0,11218681.913492955,3,,0,2005,6300
27.0,729.0,19.0,11218681.913492955,3,,0,2005,6300
71.0,5041.0,8.0,1068445.8965231385,2,,0,2005,600
69.0,4761.0,8.0,1068445.8965231385,2,,0,2005,600
38.0,1444.0,11.0,2475232.9936119374,6,48.0,0,2005,1390
36.0,1296.0,13.0,2475232.9936119374,6,0.0,0,2005,1390
12.0,144.0,7.0,2475232.9936119374,6,,0,2005,1390
13.0,169.0,8.0,2475232.9936119374,6,,0,2005,1390
9.0,81.0,4.0,2475232.9936119374,6,,0,2005,1390
7.0,49.0,2.0,2475232.9936119374,6,,0,2005,1390
72.0,5184.0,13.0,2753028.9267079537,2,,0,2005,1546
68.0,4624.0,13.0,2753028.9267079537,2,,0,2005,1546
62.0,3844.0,15.0,1656091.1396108647,2,,0,2005,930
19.0,361.0,13.0,1656091.1396108647,2,,0,2005,930
37.0,1369.0,12.0,1780743.1608718976,5,,0,2005,1000
37.0,1369.0,13.0,1780743.1608718976,5,,0,2005,1000
11.0,121.0,7.0,1780743.1608718976,5,,0,2005,1000
9.0,81.0,4.0,1780743.1608718976,5,,0,2005,1000
3.0,9.0,0.0,1780743.1608718976,5,,0,2005,1000
35.0,1225.0,13.0,2849189.057395036,2,45.0,0,2005,1600
31.0,961.0,13.0,2849189.057395036,2,20.0,0,2005,1600
78.0,6084.0,19.0,3650523.4797873897,2,,0,2005,2050
78.0,6084.0,16.0,3650523.4797873897,2,,0,2005,2050
50.0,2500.0,8.0,712297.264348759,1,,0,2005,400
46.0,2116.0,19.0,2671114.7413078463,4,,0,2005,1500
48.0,2304.0,19.0,2671114.7413078463,4,,0,2005,1500
16.0,256.0,11.0,2671114.7413078463,4,,0,2005,1500
12.0,144.0,8.0,2671114.7413078463,4,,0,2005,1500
71.0,5041.0,15.0,3276567.4160042913,2,,0,2005,1840
67.0,4489.0,13.0,3276567.4160042913,2,,0,2005,1840
89.0,7921.0,,1246520.2126103283,1,,0,2005,700
63.0,3969.0,15.0,890371.5804359488,1,,0,2005,500
25.0,625.0,11.0,3055755.2640561764,1,,0,2005,1716
37.0,1369.0,23.0,2314966.1091334666,1,,0,2005,1300
48.0,2304.0,19.0,7835269.907836349,3,,0,2005,4400
39.0,1521.0,13.0,7835269.907836349,3,,0,2005,4400
6.0,36.0,1.0,7835269.907836349,3,,0,2005,4400
33.0,1089.0,16.0,1602668.8447847078,1,,0,2005,900
36.0,1296.0,8.0,3098493.0999171017,4,48.0,0,2005,1740
36.0,1296.0,10.0,3098493.0999171017,4,84.0,0,2005,1740
86.0,7396.0,8.0,3098493.0999171017,4,,0,2005,1740
2.0,4.0,,3098493.0999171017,4,,0,2005,1740
83.0,6889.0,13.0,3883800.8338616085,1,,0,2005,2181
41.0,1681.0,15.0,2849189.057395036,1,,0,2005,1600
56.0,3136.0,8.0,979408.7384795436,4,,1,2005,550
16.0,256.0,10.0,979408.7384795436,4,,1,2005,550
14.0,196.0,7.0,979408.7384795436,4,,1,2005,550
22.0,484.0,9.0,979408.7384795436,4,,1,2005,550
36.0,1296.0,16.0,2671114.7413078463,2,,0,2005,1500
4.0,16.0,,2671114.7413078463,2,,0,2005,1500
47.0,2209.0,8.0,1068445.8965231385,1,,0,2005,600
65.0,4225.0,4.0,5698378.114790072,3,,0,2005,3200
67.0,4489.0,8.0,5698378.114790072,3,,0,2005,3200
34.0,1156.0,19.0,5698378.114790072,3,,0,2005,3200
63.0,3969.0,19.0,10773496.12327498,4,9.0,0,2005,6050
60.0,3600.0,16.0,10773496.12327498,4,0.0,0,2005,6050
28.0,784.0,19.0,10773496.12327498,4,,0,2005,6050
24.0,576.0,16.0,10773496.12327498,4,,0,2005,6050
59.0,3481.0,13.0,2225928.951089872,2,,0,2005,1250
25.0,625.0,16.0,2225928.951089872,2,,0,2005,1250
45.0,2025.0,19.0,3739560.637830985,3,,0,2005,2100
9.0,81.0,5.0,3739560.637830985,3,,0,2005,2100
5.0,25.0,0.0,3739560.637830985,3,,0,2005,2100
55.0,3025.0,11.0,8903715.804359488,2,,0,2005,5000
54.0,2916.0,13.0,8903715.804359488,2,,0,2005,5000
60.0,3600.0,19.0,13889796.6548008,3,35.0,0,2005,7800
58.0,3364.0,19.0,13889796.6548008,3,43.0,0,2005,7800
20.0,400.0,14.0,13889796.6548008,3,,0,2005,7800
47.0,2209.0,19.0,22259289.51089872,4,,0,2005,12500
45.0,2025.0,19.0,22259289.51089872,4,,0,2005,12500
16.0,256.0,12.0,22259289.51089872,4,,0,2005,12500
14.0,196.0,9.0,22259289.51089872,4,,0,2005,12500
33.0,1089.0,13.0,1202001.6335885308,1,,0,2005,675
45.0,2025.0,16.0,3784079.2168527823,3,,0,2005,2125
14.0,196.0,10.0,3784079.2168527823,3,,0,2005,2125
12.0,144.0,7.0,3784079.2168527823,3,,0,2005,2125
82.0,6724.0,8.0,783526.990783635,1,,0,2005,440
60.0,3600.0,16.0,890371.5804359488,1,,0,2005,500
80.0,6400.0,8.0,1193097.9177841714,4,12.0,1,2005,670
53.0,2809.0,4.0,1193097.9177841714,4,0.0,1,2005,670
29.0,841.0,18.0,1193097.9177841714,4,,1,2005,670
17.0,289.0,9.0,1193097.9177841714,4,,1,2005,670
58.0,3364.0,12.0,534222.9482615693,2,,1,2005,300
31.0,961.0,,534222.9482615693,2,,1,2005,300
59.0,3481.0,8.0,5128540.303311065,8,,0,2005,2880
56.0,3136.0,8.0,5128540.303311065,8,,0,2005,2880
39.0,1521.0,15.0,5128540.303311065,8,,0,2005,2880
37.0,1369.0,13.0,5128540.303311065,8,,0,2005,2880
35.0,1225.0,13.0,5128540.303311065,8,,0,2005,2880
20.0,400.0,14.0,5128540.303311065,8,,0,2005,2880
40.0,1600.0,13.0,5128540.303311065,8,,0,2005,2880
4.0,16.0,,5128540.303311065,8,,0,2005,2880
82.0,6724.0,13.0,863660.4330228703,4,,1,2005,485
38.0,1444.0,13.0,863660.4330228703,4,,1,2005,485
41.0,1681.0,3.0,863660.4330228703,4,,1,2005,485
41.0,1681.0,6.0,863660.4330228703,4,,1,2005,485
29.0,841.0,8.0,2136891.793046277,3,,0,2005,1200
6.0,36.0,2.0,2136891.793046277,3,,0,2005,1200
2.0,4.0,,2136891.793046277,3,,0,2005,1200
82.0,6724.0,8.0,1096937.787097089,2,,0,2005,616
77.0,5929.0,8.0,1096937.787097089,2,,0,2005,616
65.0,4225.0,11.0,4772391.671136686,2,,0,2005,2680
65.0,4225.0,14.0,4772391.671136686,2,,0,2005,2680
86.0,7396.0,,1034611.7764665724,1,,0,2005,581
46.0,2116.0,8.0,712297.264348759,1,,0,2005,400
40.0,1600.0,19.0,2314966.1091334666,2,,0,2005,1300
6.0,36.0,1.0,2314966.1091334666,2,,0,2005,1300
44.0,1936.0,16.0,4629932.218266933,3,,0,2005,2600
45.0,2025.0,16.0,4629932.218266933,3,,0,2005,2600
19.0,361.0,14.0,4629932.218266933,3,,0,2005,2600
64.0,4096.0,16.0,1157483.0545667333,3,,0,2005,650
63.0,3969.0,11.0,1157483.0545667333,3,,0,2005,650
28.0,784.0,11.0,1157483.0545667333,3,,0,2005,650
50.0,2500.0,,2404003.2671770616,4,,0,2005,1350
49.0,2401.0,19.0,2404003.2671770616,4,,0,2005,1350
15.0,225.0,11.0,2404003.2671770616,4,,0,2005,1350
20.0,400.0,14.0,2404003.2671770616,4,,0,2005,1350
43.0,1849.0,17.0,3739560.637830985,3,54.0,0,2005,2100
41.0,1681.0,18.0,3739560.637830985,3,0.0,0,2005,2100
3.0,9.0,0.0,3739560.637830985,3,,0,2005,2100
67.0,4489.0,8.0,890371.5804359488,4,0.0,1,2005,500
58.0,3364.0,16.0,890371.5804359488,4,0.0,1,2005,500
21.0,441.0,12.0,890371.5804359488,4,,1,2005,500
21.0,441.0,12.0,890371.5804359488,4,,1,2005,500
75.0,5625.0,5.0,534222.9482615693,1,,0,2005,300
47.0,2209.0,19.0,4897043.692397718,7,,0,2005,2750
46.0,2116.0,19.0,4897043.692397718,7,,0,2005,2750
21.0,441.0,14.0,4897043.692397718,7,,0,2005,2750
19.0,361.0,13.0,4897043.692397718,7,,0,2005,2750
17.0,289.0,11.0,4897043.692397718,7,,0,2005,2750
16.0,256.0,11.0,4897043.692397718,7,,0,2005,2750
11.0,121.0,7.0,4897043.692397718,7,,0,2005,2750
91.0,8281.0,8.0,1335557.3706539231,2,,0,2005,750
90.0,8100.0,,1335557.3706539231,2,,0,2005,750
61.0,3721.0,5.0,1941010.0453503684,2,,0,2005,1090
25.0,625.0,12.0,1941010.0453503684,2,,0,2005,1090
36.0,1296.0,19.0,2777959.33096016,6,,0,2005,1560
32.0,1024.0,13.0,2777959.33096016,6,,0,2005,1560
8.0,64.0,4.0,2777959.33096016,6,,0,2005,1560
6.0,36.0,1.0,2777959.33096016,6,,0,2005,1560
5.0,25.0,0.0,2777959.33096016,6,,0,2005,1560
,,,2777959.33096016,6,,0,2005,1560
42.0,1764.0,8.0,9972161.700882627,6,,0,2005,5600
41.0,1681.0,8.0,9972161.700882627,6,,0,2005,5600
20.0,400.0,12.0,9972161.700882627,6,,0,2005,5600
17.0,289.0,12.0,9972161.700882627,6,,0,2005,5600
16.0,256.0,10.0,9972161.700882627,6,,0,2005,5600
14.0,196.0,9.0,9972161.700882627,6,,0,2005,5600
35.0,1225.0,19.0,4950465.987223875,1,,0,2005,2780
55.0,3025.0,13.0,3490256.595308919,2,,0,2005,1960
25.0,625.0,13.0,3490256.595308919,2,,0,2005,1960
70.0,4900.0,19.0,15955458.721412202,2,50.0,0,2005,8960
63.0,3969.0,16.0,15955458.721412202,2,0.0,0,2005,8960
50.0,2500.0,13.0,1068445.8965231385,2,,0,2005,600
47.0,2209.0,13.0,1068445.8965231385,2,,0,2005,600
55.0,3025.0,13.0,8369492.856097918,2,,0,2005,4700
29.0,841.0,15.0,8369492.856097918,2,,0,2005,4700
61.0,3721.0,13.0,3205337.6895694155,1,,0,2005,1800
29.0,841.0,13.0,2243736.382698591,5,,0,2005,1260
37.0,1369.0,13.0,2243736.382698591,5,,0,2005,1260
4.0,16.0,0.0,2243736.382698591,5,,0,2005,1260
7.0,49.0,3.0,2243736.382698591,5,,0,2005,1260
75.0,5625.0,13.0,2243736.382698591,5,,0,2005,1260
90.0,8100.0,,1691706.0028283026,1,,0,2005,950
78.0,6084.0,13.0,712297.264348759,2,,0,2005,400
65.0,4225.0,13.0,712297.264348759,2,,0,2005,400
52.0,2704.0,19.0,2493040.4252206567,1,,0,2005,1400
43.0,1849.0,13.0,569837.8114790072,2,70.0,1,2005,320
44.0,1936.0,8.0,569837.8114790072,2,0.0,1,2005,320
29.0,841.0,19.0,1096937.787097089,1,,0,2005,616
40.0,1600.0,19.0,1834165.4556980545,5,,0,2005,1030
41.0,1681.0,13.0,1834165.4556980545,5,,0,2005,1030
14.0,196.0,10.0,1834165.4556980545,5,,0,2005,1030
12.0,144.0,7.0,1834165.4556980545,5,,0,2005,1030
9.0,81.0,4.0,1834165.4556980545,5,,0,2005,1030
38.0,1444.0,19.0,7122972.64348759,3,24.0,0,2005,4000
43.0,1849.0,16.0,7122972.64348759,3,40.0,0,2005,4000
2.0,4.0,0.0,7122972.64348759,3,,0,2005,4000
59.0,3481.0,17.0,623260.1063051642,1,,0,2005,350
24.0,576.0,19.0,3205337.6895694155,3,,0,2005,1800
28.0,784.0,19.0,3205337.6895694155,3,,0,2005,1800
31.0,961.0,19.0,3205337.6895694155,3,,0,2005,1800
27.0,729.0,16.0,3205337.6895694155,3,32.0,0,2005,1800
25.0,625.0,13.0,3205337.6895694155,3,60.0,0,2005,1800
5.0,25.0,1.0,3205337.6895694155,3,,0,2005,1800
64.0,4096.0,5.0,1283915.8189886382,1,,0,2005,721
39.0,1521.0,13.0,2225928.951089872,2,,0,2005,1250
36.0,1296.0,13.0,2225928.951089872,2,,0,2005,1250
56.0,3136.0,19.0,2680018.4571122057,6,,0,2005,1505
56.0,3136.0,19.0,2680018.4571122057,6,,0,2005,1505
26.0,676.0,19.0,2680018.4571122057,6,,0,2005,1505
24.0,576.0,19.0,2680018.4571122057,6,,0,2005,1505
23.0,529.0,18.0,2680018.4571122057,6,,0,2005,1505
20.0,400.0,16.0,2680018.4571122057,6,,0,2005,1505
25.0,625.0,6.0,1121868.1913492954,1,,0,2005,630
77.0,5929.0,17.0,4149131.5648315214,4,,0,2005,2330
41.0,1681.0,11.0,4149131.5648315214,4,,0,2005,2330
21.0,441.0,13.0,4149131.5648315214,4,,0,2005,2330
86.0,7396.0,5.0,4149131.5648315214,4,,0,2005,2330
82.0,6724.0,13.0,2136891.793046277,2,,0,2005,1200
84.0,7056.0,9.0,2136891.793046277,2,,0,2005,1200
74.0,5476.0,11.0,881467.8646315893,2,,0,2005,495
77.0,5929.0,8.0,881467.8646315893,2,,0,2005,495
60.0,3600.0,19.0,17985505.924806166,4,,0,2005,10100
55.0,3025.0,13.0,17985505.924806166,4,,0,2005,10100
27.0,729.0,23.0,17985505.924806166,4,,0,2005,10100
25.0,625.0,19.0,17985505.924806166,4,,0,2005,10100
59.0,3481.0,19.0,569837.8114790072,1,,0,2005,320
23.0,529.0,16.0,623260.1063051642,3,,1,2005,350
20.0,400.0,13.0,623260.1063051642,3,,1,2005,350
18.0,324.0,13.0,623260.1063051642,3,,1,2005,350
51.0,2601.0,19.0,7879788.486858146,2,,0,2005,4425
47.0,2209.0,15.0,7879788.486858146,2,,0,2005,4425
52.0,2704.0,13.0,890371.5804359488,2,,0,2005,500
25.0,625.0,19.0,890371.5804359488,2,,0,2005,500
61.0,3721.0,8.0,1670337.08489784,4,,0,2005,938
38.0,1444.0,13.0,1670337.08489784,4,,0,2005,938
14.0,196.0,9.0,1670337.08489784,4,,0,2005,938
11.0,121.0,7.0,1670337.08489784,4,,0,2005,938
28.0,784.0,19.0,3882020.0907007367,2,40.0,0,2005,2180
26.0,676.0,14.0,3882020.0907007367,2,40.0,0,2005,2180
60.0,3600.0,19.0,6570942.263617302,4,,0,2005,3690
53.0,2809.0,19.0,6570942.263617302,4,,0,2005,3690
28.0,784.0,19.0,6570942.263617302,4,,0,2005,3690
20.0,400.0,19.0,6570942.263617302,4,,0,2005,3690
35.0,1225.0,8.0,487923.62607889995,4,,1,2005,274
9.0,81.0,4.0,487923.62607889995,4,,1,2005,274
7.0,49.0,2.0,487923.62607889995,4,,1,2005,274
1.0,1.0,0.0,487923.62607889995,4,,1,2005,274
55.0,3025.0,,8066766.518749696,7,,0,2005,4530
51.0,2601.0,13.0,8066766.518749696,7,,0,2005,4530
26.0,676.0,13.0,8066766.518749696,7,,0,2005,4530
24.0,576.0,13.0,8066766.518749696,7,,0,2005,4530
20.0,400.0,10.0,8066766.518749696,7,,0,2005,4530
14.0,196.0,8.0,8066766.518749696,7,,0,2005,4530
13.0,169.0,7.0,8066766.518749696,7,,0,2005,4530
30.0,900.0,19.0,4941562.271419516,4,,0,2005,2775
30.0,900.0,19.0,4941562.271419516,4,,0,2005,2775
3.0,9.0,0.0,4941562.271419516,4,,0,2005,2775
,,,4941562.271419516,4,,0,2005,2775
63.0,3969.0,,3027263.373482226,3,,0,2005,1700
33.0,1089.0,,3027263.373482226,3,,0,2005,1700
6.0,36.0,1.0,3027263.373482226,3,,0,2005,1700
80.0,6400.0,8.0,1011462.1153752378,2,,0,2005,568
82.0,6724.0,8.0,1011462.1153752378,2,,0,2005,568
32.0,1024.0,15.0,2938226.215438631,2,,0,2005,1650
33.0,1089.0,18.0,2938226.215438631,2,,0,2005,1650
31.0,961.0,16.0,5965489.588920857,2,,0,2005,3350
35.0,1225.0,16.0,5965489.588920857,2,,0,2005,3350
30.0,900.0,23.0,4808006.534354123,2,,0,2005,2700
24.0,576.0,19.0,4808006.534354123,2,,0,2005,2700
46.0,2116.0,8.0,1164606.027210221,2,48.0,0,2005,654
41.0,1681.0,8.0,1164606.027210221,2,0.0,0,2005,654
64.0,4096.0,3.0,747912.127566197,3,,1,2005,420
29.0,841.0,8.0,747912.127566197,3,15.0,1,2005,420
39.0,1521.0,11.0,747912.127566197,3,35.0,1,2005,420
43.0,1849.0,8.0,1478016.8235236749,3,,0,2005,830
18.0,324.0,8.0,1478016.8235236749,3,,0,2005,830
